Input_Khmer,Target_English,Predicted_English,Word_Acc,Char_Acc,F1,CER
បង់បាញ់,bongbanh,bangbanh,0,0.875,0.875,0.125
អក្ខរ,aokkhor,aokkhor,1,1.0,1.0,0.0
ច្យុត,chyot,chyot,1,1.0,1.0,0.0
កន្លែង,klaeng,konleaeng,0,0.6666666666666667,0.8,0.5
បញ្ជាប់ពាក្យ,bonhcheabopeakyor,banhcheapopeak,0,0.7058823529411764,0.7741935483870968,0.29411764705882354
ឆ្ដោរ,chhdaor,chhdor,0,0.8571428571428572,0.923076923076923,0.14285714285714285
ផ្កាកម្រង,pkakomrong,phkarkomrorng,0,0.7692307692307692,0.8695652173913044,0.3
ឫស្សី,rirsey,ryksei,0,0.5,0.8333333333333334,0.5
ហិមវ័ត,heumovoat,hemvort,0,0.6666666666666667,0.75,0.3333333333333333
ច្រកែង,chrokaeng,chrakaeng,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
មច្ឆណ្ឌសញ្ញា,mochchhandasanhnha,mochchhondosonhnheak,0,0.75,0.7894736842105262,0.2777777777777778
ដំណុះ,damnoh,damnoh,1,1.0,1.0,0.0
ល្បាយ,lbeay,lbeay,1,1.0,1.0,0.0
ស្មុតទ្រុឌ,smottrud,smottru,0,0.875,0.9333333333333333,0.125
ច្រឡឹង,chraloeng,chroleang,0,0.6666666666666667,1.0,0.3333333333333333
អន្តរដ្ឋកា,aontorodthoka,aantorodthakar,0,0.7857142857142857,0.8148148148148148,0.23076923076923078
រណ្ដំ,rondom,rondom,1,1.0,1.0,0.0
ច្រប់,chrob,chrob,1,1.0,1.0,0.0
ស្ទូង,stoung,stoung,1,1.0,1.0,0.0
ស្បែកជើង,sbaekochaung,sbaekachaeun,0,0.75,0.8333333333333334,0.25
មរណុបាយ,moronobay,moronobay,1,1.0,1.0,0.0
ត្រលាំង,traleang,troleang,0,0.875,0.875,0.125
បារៀន,barien,barien,1,1.0,1.0,0.0
សៅហ្ឫទ,sauhryt,sauhry,0,0.8571428571428572,0.923076923076923,0.14285714285714285
ឃ្លាំ,khloam,khleam,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
អគារវៈ,aokearoveak,aakearivok,0,0.6363636363636364,0.8571428571428572,0.36363636363636365
សម្បុកចាប,sambukachab,sambukchab,0,0.9090909090909091,0.9523809523809523,0.09090909090909091
សញ្ជាត,sonhcheat,sanhcheat,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
វិប្បយោគ,vibbayouk,vibboyouk,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
រាត់រាយ,rortreay,reatray,0,0.625,0.7999999999999999,0.375
ព្រលាំ,proloam,proleam,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ផែនដី,phaendei,phaendei,1,1.0,1.0,0.0
វិច្ឆាយ,vichchhay,vechchay,0,0.7777777777777778,0.823529411764706,0.2222222222222222
ភ្នំពេញ,pp,phnumpeanh,0,0.19999999999999996,0.33333333333333337,4.0
សិលោរស្ក,selouroskor,seloroksar,0,0.6363636363636364,0.8571428571428572,0.36363636363636365
ច្បោលៗ,chbaol,chbaol,1,1.0,1.0,0.0
អយស្កុម្ភ,aayoskomphor,aoyoksmop,0,0.5,0.8571428571428571,0.5
មាតលី,meatali,meatoli,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ក្រៃ,krai,krai,1,1.0,1.0,0.0
វិឃាសាហារ,vikheasahar,vikheasahar,1,1.0,1.0,0.0
ហ្លួងព្រះបាង,loungpreahbang,hluongbreahbang,0,0.7333333333333334,0.896551724137931,0.2857142857142857
កំព្រយ,kamproy,komproy,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
កណ្ដេង,kondeng,kondeng,1,1.0,1.0,0.0
សារុប្ប,sarubb,sarubb,1,1.0,1.0,0.0
កាង,kang,kang,1,1.0,1.0,0.0
សមាមាត្រ,sameameatrar,sameameatrar,1,1.0,1.0,0.0
អង្គញ់,aongkonh,aongkonh,1,1.0,1.0,0.0
ឆិត,chhet,chhet,1,1.0,1.0,0.0
ក្បាលមឿង,kbalmoeang,kbalomaung,0,0.7,0.9,0.3
ស្វីករណ៍,sveikoron,sveykror,0,0.6666666666666667,0.7058823529411765,0.3333333333333333
ក្លន,klon,klan,0,0.75,0.75,0.25
អញ្ជើញ,anhjernh,aanhchaunh,0,0.5,0.5555555555555556,0.625
ការពិតណាស់,karpitnas,karpitay,0,0.7777777777777778,0.823529411764706,0.2222222222222222
ក្រពត,krapot,kropot,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
ជើងខ្លែង,chaungkhlaeng,chaulgyngkeae,0,0.46153846153846156,0.8461538461538461,0.5384615384615384
រឱសឋាន,rosathan,rosoutha,0,0.625,0.75,0.375
ស្បង់,sbang,sbong,0,0.8,0.8000000000000002,0.2
ទ្រង់ទ្រាយ,trongtreay,trongtray,0,0.9,0.9473684210526316,0.1
ពិភព,piphop,piphop,1,1.0,1.0,0.0
ម្រះ,mreah,mreah,1,1.0,1.0,0.0
រាជិសី,reachisei,reachise,0,0.8888888888888888,0.9411764705882353,0.1111111111111111
គែ,keae,keae,1,1.0,1.0,0.0
វិក្ខិត្តចិត្ត,vikkhettchett,vikketthotthek,0,0.5714285714285714,0.888888888888889,0.46153846153846156
លន្តែ,lonteae,lonteae,1,1.0,1.0,0.0
ប្របិច,brobech,brobech,1,1.0,1.0,0.0
វុឌ្ឍាបចាយនៈ,vudtheabchayoneak,vukteanhcheateak,0,0.5294117647058824,0.787878787878788,0.47058823529411764
គគ្រីតគគ្រាត,kokritkokreat,kokriktterik,0,0.46153846153846156,0.8799999999999999,0.5384615384615384
បារាំង,barang,bareang,0,0.8571428571428572,0.923076923076923,0.16666666666666666
ចង្អុលខ្មោច,chongaulkhmaoch,changluokhmeaech,0,0.6875,0.9032258064516129,0.3333333333333333
រលុះរលាញ,roluhroleanh,roluhrothomr,0,0.5833333333333333,0.6666666666666666,0.4166666666666667
រឡូ,rolo,rolou,0,0.8,0.888888888888889,0.25
កំហិល,komhel,kamhel,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
ស្នេហ៍ហៃ,snehohai,snehahai,0,0.875,0.875,0.125
ផ្ដៀង,phdieng,phdeang,0,0.7142857142857143,0.8571428571428571,0.2857142857142857
ហិល,hel,hel,1,1.0,1.0,0.0
ប៉ឺង,beung,berng,0,0.8,0.8000000000000002,0.2
ប្រាង្គណ៍,brangkon,brangkon,1,1.0,1.0,0.0
ស្មង,smang,smong,0,0.8,0.8000000000000002,0.2
ប្រទង់,bratong,brotong,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
មច្ឆេរចិត្ត,mochchherchett,mochchheklanit,0,0.6428571428571428,0.6428571428571429,0.35714285714285715
ប្រតាប់ប្រញាល់,brotabbronhal,brotabbrornhal,0,0.9285714285714286,0.962962962962963,0.07692307692307693
តេះតោះ,tehtaoh,tehthaoh,0,0.875,0.9333333333333333,0.14285714285714285
អវសិដ្ឋ,aavosedthar,aovosethid,0,0.6363636363636364,0.761904761904762,0.36363636363636365
កន្តឹម,kontuem,kontuem,1,1.0,1.0,0.0
អភ្យាគម,aophyeakom,aophyeakom,1,1.0,1.0,0.0
ចាក់ក្រឡេក,chakakralek,chakrokalek,0,0.7272727272727273,0.9090909090909091,0.2727272727272727
ចំប្រប់,chambrob,chambrob,1,1.0,1.0,0.0
ចងពុង,chongpung,changpung,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
ប៉ប៉ះ,bopah,bophea,0,0.5,0.9090909090909091,0.6
ប្រផុត,braphot,brophot,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ចំណាំ,chamnam,chamnam,1,1.0,1.0,0.0
ក្រលៀន,kralien,krolien,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
សវនីយ៍,sovoniy,sanivey,0,0.2857142857142857,0.7142857142857143,0.7142857142857143
ព្រូត,prut,prut,1,1.0,1.0,0.0
អាភិសមាចារិក,aaphismeacharik,aaphismeachakar,0,0.8,0.9333333333333333,0.2
នរសីហៈ,noroseihak,norosehak,0,0.9,0.9473684210526316,0.1
ជំងឺ,chumngeu,chumnger,0,0.875,0.875,0.125
សច្ឆិកិរិយា,sochchhekeriyea,sochchhekriyea,0,0.9333333333333333,0.9655172413793104,0.06666666666666667
ចំណាយ,chomnay,chamnay,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
អាវ៉ូកាត៍,aavoukat,aavoukeat,0,0.8888888888888888,0.9411764705882353,0.125
កញ្ចាំង,konhjang,kanhjong,0,0.75,1.0,0.25
អណ្ដូង,aondoung,aondoung,1,1.0,1.0,0.0
អដ្ឋកថា,aadthakatha,aodthokotha,0,0.7272727272727273,0.7272727272727273,0.2727272727272727
មច្ឆរី,mochchhari,mochchhori,0,0.9,0.9,0.1
សាវតារ,savotar,savotar,1,1.0,1.0,0.0
យុទ្ធជន,yutthochon,yutthochon,1,1.0,1.0,0.0
ពេន,pen,pen,1,1.0,1.0,0.0
មនោរម្យ,monoromyor,monouromyor,0,0.9090909090909091,0.9523809523809523,0.1
ប្រមើល,bramaul,bromerl,0,0.5714285714285714,0.5714285714285714,0.42857142857142855
ពាហុសច្ច,peahosochch,peahobotd,0,0.5454545454545454,0.6,0.45454545454545453
កន្លងខ្នប់,konlongkhnob,konlongkhon,0,0.8333333333333334,0.9565217391304348,0.16666666666666666
ប្រេវ,brev,brev,1,1.0,1.0,0.0
ពន្លង់,ponlong,ponlong,1,1.0,1.0,0.0
ធ្នស់,thnos,thnos,1,1.0,1.0,0.0
ពីងពាង,pingpeang,pingpeang,1,1.0,1.0,0.0
ចក្ររាសី,chakrareasei,chakrareasei,1,1.0,1.0,0.0
ឡឺនឡង់,luenlong,lirnlong,0,0.75,0.75,0.25
អត្ថិភាព,aatthepheap,aotthepheap,0,0.9090909090909091,0.9090909090909091,0.09090909090909091
ប្រជាន់,brachean,brochean,0,0.875,0.875,0.125
លុង,lung,lung,1,1.0,1.0,0.0
ចតុស្ដម្ភ,chotosdomphor,chatokthour,0,0.46153846153846156,0.5833333333333334,0.5384615384615384
បញ្ចោរ,banhchour,banhchour,1,1.0,1.0,0.0
ឧបករណ៍,ubakaron,ubokoron,0,0.75,0.75,0.25
យប់,yub,yob,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
ចាគចេតនា,chakchetonea,chakchettor,0,0.6666666666666667,0.7826086956521738,0.3333333333333333
រលេញ,rolenh,rolinh,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
អនេកត្ថសំខ្យា,aanektthasamkhya,aaneaekthsattram,0,0.4375,0.8125,0.5625
អបរលោក,aoborolouk,aoborolouk,1,1.0,1.0,0.0
មេធគភាព,methkopheap,methkhopophea,0,0.6923076923076923,0.9166666666666666,0.36363636363636365
អម្បាយ,aombeay,aambeay,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
អនុជ,aanuch,aanuch,1,1.0,1.0,0.0
កក្អិច,korkaech,korkech,0,0.875,0.9333333333333333,0.125
អន្តុយ,aontuy,aontuy,1,1.0,1.0,0.0
ស្របក់ស្របាល,srabakasrabal,srabkrosopol,0,0.46153846153846156,0.64,0.5384615384615384
ចន្ទលេខា,chonlekha,chalteangkea,0,0.41666666666666663,0.6666666666666666,0.7777777777777778
កិច្ចការ,kechkar,kechkorch,0,0.6666666666666667,0.75,0.42857142857142855
តុកកែ,tokokae,tokkae,0,0.8571428571428572,0.923076923076923,0.14285714285714285
យុកក្ប័ត្រ,yukkboatror,yukkbatrar,0,0.8181818181818181,0.8571428571428572,0.18181818181818182
កាំភ្លើង,kamplerng,kamphlerng,0,0.9,0.9473684210526316,0.1111111111111111
ឫក្សណៈ,ryksonak,ryksanak,0,0.875,0.875,0.125
ប៉េងប៉ោះ,bengbaoh,benhkop,0,0.5,0.6666666666666666,0.5
ឋិត,thet,thet,1,1.0,1.0,0.0
អ្នកនាំ,anakanoam,anakanean,0,0.7777777777777778,0.7777777777777778,0.2222222222222222
កម្មការ,kammokar,kammokar,1,1.0,1.0,0.0
បៀតបៀន,bietobien,bietaben,0,0.7777777777777778,0.823529411764706,0.2222222222222222
កំអួក,kamuok,komauok,0,0.7142857142857143,0.923076923076923,0.3333333333333333
តង្វាយ,tangveay,tongveay,0,0.875,0.875,0.125
គ្រមាំង,kromeang,kromeang,1,1.0,1.0,0.0
ប្រណិត,bronuet,brornet,0,0.7142857142857143,0.8571428571428571,0.2857142857142857
ពព្រឹម,popruem,popruem,1,1.0,1.0,0.0
អារឹស,aarues,aarues,1,1.0,1.0,0.0
សុយម៉េៈ,soymeeak,somyeak,0,0.75,0.9333333333333333,0.25
លក្ស្មណៈ,loksmonak,loksmaneak,0,0.8,0.8421052631578948,0.2222222222222222
ភព,phop,phop,1,1.0,1.0,0.0
ឪទឹន,autuen,uvauth,0,0.16666666666666663,0.6666666666666666,0.8333333333333334
ប្រវែង,broveng,brovaeng,0,0.875,0.9333333333333333,0.14285714285714285
ល័ព្ធ,loapthor,lorph,0,0.5,0.7692307692307693,0.5
តិណជាតិ,tencheate,technavea,0,0.5555555555555556,0.7777777777777778,0.4444444444444444
ចៀមជាំ,chiemchoam,cheiaachmom,0,0.5454545454545454,0.9523809523809523,0.5
គ្រមាញ,kromeanh,kromeanh,1,1.0,1.0,0.0
កន្ត្រប់,kantrob,kontrob,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
គ្រឹះ,krueeah,krueus,0,0.5714285714285714,0.6153846153846153,0.42857142857142855
ការសម្រេច,karsomrech,karsmeroch,0,0.7,1.0,0.3
ទង់,tong,tong,1,1.0,1.0,0.0
ច្រាក,chrak,chrak,1,1.0,1.0,0.0
របែង,robaeng,robaeng,1,1.0,1.0,0.0
ភាគរយ,phiekroy,pheakrey,0,0.625,0.75,0.375
ទេរ,ter,ter,1,1.0,1.0,0.0
ពព្រល,poprol,poprol,1,1.0,1.0,0.0
ប្រិល,bril,brel,0,0.75,0.75,0.25
ហ្មគ្វាម,morkveam,hvmokum,0,0.25,0.6666666666666666,0.75
សម្បយោគ,somboyouk,sampouyok,0,0.5555555555555556,0.7777777777777778,0.4444444444444444
ទក្ខិណេយ្យសម្បទា,tokkheneyysambotea,tokkheneysampoutyo,0,0.7222222222222222,0.8333333333333334,0.2777777777777778
បិដកត្រ័យ,bedkotrai,bedkatrey,0,0.6666666666666667,0.7777777777777778,0.3333333333333333
ធ្មុងកញ្ចុះ,thmungkonhchuh,thmungkhonuber,0,0.5714285714285714,0.7857142857142857,0.42857142857142855
ឆ្លើយ,jlery,chhlaeuy,0,0.375,0.4615384615384615,1.0
បាដិហារ្យ,badeharyor,badehariy,0,0.7,0.8421052631578948,0.3
ប្រមុខ្យ,bromukh,bromukh,1,1.0,1.0,0.0
ខ្ពង់មេឃ,khpongmekh,khpangkhmi,0,0.5,0.8000000000000002,0.5
សូទ្រា,soutrea,soutrea,1,1.0,1.0,0.0
ខ្ញិកៗ,khnhek,khnhek,1,1.0,1.0,0.0
អបរកាល,aoborokal,aoborokal,1,1.0,1.0,0.0
អម្រាម,aamream,aomream,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ស្រឡន,sralan,srorlon,0,0.5714285714285714,0.6153846153846153,0.5
អន្ទង់អាំង,aontongoaang,aontongoang,0,0.9166666666666666,0.9565217391304348,0.08333333333333333
ស្រុតិ,srote,srote,1,1.0,1.0,0.0
រំពង,rompong,rumpong,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ផ្គត់,pkot,phkort,0,0.6666666666666667,0.8,0.5
កន្សោម,konsoum,konsoum,1,1.0,1.0,0.0
ទ្រនេល,tronel,tronel,1,1.0,1.0,0.0
អៀ,aie,aei,0,0.33333333333333337,1.0,0.6666666666666666
បទេសរាជ,batesareach,batesrach,0,0.8181818181818181,0.9,0.18181818181818182
វជីរ,vochir,vochir,1,1.0,1.0,0.0
សន្ទះ,santeah,sonteah,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
កន្ធាយ,kontheay,kontheay,1,1.0,1.0,0.0
រុយ,ruy,ruy,1,1.0,1.0,0.0
ប្រដេញ,bradenh,brodenh,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
វិស្សុត,vissot,vusset,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
អឃ៌,aakhr,aokhor,0,0.6666666666666667,0.7272727272727272,0.4
ព្រួយ,prouy,pruoy,0,0.6,1.0,0.4
មាណពក៍,meanop,meanopok,0,0.75,0.8571428571428571,0.3333333333333333
អើយ,ery,aaeuy,0,0.4,0.5,1.0
អង្គែ,aongkeae,aongkeae,1,1.0,1.0,0.0
ស្វរៈ,svareak,svoreak,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
រង្កៀកបង្គោល,rongkeakbongkoul,rongkiekbamrodaeng,0,0.38888888888888884,0.7058823529411765,0.6875
ក្រតើន,krotaeun,krotaeun,1,1.0,1.0,0.0
កើច,kaeuch,kaeuch,1,1.0,1.0,0.0
និរោធ,nirouth,nirouth,1,1.0,1.0,0.0
កញ្ច្រង់,konhchrong,konhchrong,1,1.0,1.0,0.0
ខុស,khos,khos,1,1.0,1.0,0.0
ហ្មនួត,manout,monuot,0,0.5,0.8333333333333334,0.5
ភ្លៅ,phlov,phlov,1,1.0,1.0,0.0
កុំព្យូទ័រ,computer,kumpuotrey,0,0.5,0.7777777777777777,0.625
ត្រជាក់,tjaek,trocheak,0,0.375,0.6153846153846154,1.0
កំផ្លឹម,komphloem,kamphluem,0,0.7777777777777778,0.7777777777777778,0.2222222222222222
ព្រាត់,preat,preat,1,1.0,1.0,0.0
កៅសិប,kauseb,kauseb,1,1.0,1.0,0.0
សម្រោប,samroub,somroub,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
មោក្ខ,moukkhar,mokhak,0,0.625,0.8571428571428571,0.375
សង្ហរណ៍,sanghoron,songhoron,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
ភ្លែត,plet,phleaet,0,0.5714285714285714,0.7272727272727273,0.75
លាក់ធ្យូង,leakthyung,leaksnouth,0,0.5,0.8000000000000002,0.5
ស្វស្តិក,svostek,svastek,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
សហប្រធាន,sahabrathean,sohobrothean,0,0.75,0.75,0.25
រំអែរំអួយ,rumaaerumauoy,romairoamaoeay,0,0.4285714285714286,0.7407407407407408,0.6153846153846154
ស្រ៊ូស,srous,srus,0,0.8,0.888888888888889,0.2
ក្រឡុញ,krolonh,krolonh,1,1.0,1.0,0.0
អសីតិសាវក,aaseitesavok,aoseitesoveak,0,0.6923076923076923,0.8799999999999999,0.3333333333333333
សំណក,samnok,samnok,1,1.0,1.0,0.0
កិច្ចប្រជុំ,kechbrachum,kechbrchjmomr,0,0.6153846153846154,0.7500000000000001,0.45454545454545453
អនេក,aanek,aanek,1,1.0,1.0,0.0
តម្បុត,tombut,tombut,1,1.0,1.0,0.0
បាតុករ,batokar,batokror,0,0.75,0.7999999999999999,0.2857142857142857
ខ្លាញ់,khlanh,khlanh,1,1.0,1.0,0.0
ធំ,thum,thum,1,1.0,1.0,0.0
បញ្ចើច,banhchauch,banhchauch,1,1.0,1.0,0.0
សស្រូស,sosrous,sasrous,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
វិជយ,vichoy,vichoy,1,1.0,1.0,0.0
អណ្ណាម,aonnam,aannam,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
ព័ស្ដុ,poasdo,pouket,0,0.33333333333333337,0.3333333333333333,0.6666666666666666
ក្បោះក្បាយ,kboskbay,kbaohkop,0,0.375,0.625,0.625
ពិពិធ,pipith,pipith,1,1.0,1.0,0.0
បត្តិទានមយៈ,batteteanomoyeak,battetepreaney,0,0.5,0.7333333333333334,0.5
សកកាល,sokokal,sokokal,1,1.0,1.0,0.0
ប៉័ងតោ,bang,bangoutthor,0,0.36363636363636365,0.5333333333333333,1.75
វិភាព,vipheap,vipheap,1,1.0,1.0,0.0
ខះ,khah,khah,1,1.0,1.0,0.0
អទ្ធគូ,aatthoku,aotthoku,0,0.875,0.875,0.125
រត្នាករ,rotnakar,rotnakar,1,1.0,1.0,0.0
ដែល,dl,del,0,0.6666666666666667,0.8,0.5
ខ្ពង់,khpong,khpong,1,1.0,1.0,0.0
សរីស្រឹប,sorisroeb,sorisarum,0,0.5555555555555556,0.6666666666666666,0.4444444444444444
ក្រញាំង,kranhang,kronhong,0,0.75,0.75,0.25
កិមិជាតិ,kemicheat,kemichet,0,0.8888888888888888,0.9411764705882353,0.1111111111111111
អព័ទ្ធ,aopoatthor,aapoathat,0,0.6,0.7368421052631577,0.4
នាគលោក,neakolouk,neakolouk,1,1.0,1.0,0.0
ហែហៃ,haehay,hehei,0,0.5,0.5454545454545454,0.5
ហ៊ុមព្រែ,humprae,hompreae,0,0.75,0.7999999999999999,0.2857142857142857
ផ្ដាសាយ,phdasay,phdasa,0,0.8571428571428572,0.923076923076923,0.14285714285714285
ឮជា,lyychea,nkheach,0,0.1428571428571429,0.5714285714285714,0.8571428571428571
ត្រិយង្ស,treyongsor,treyngeas,0,0.6,0.7368421052631577,0.4
ឆ្អែត,jlart,chhaaet,0,0.2857142857142857,0.3333333333333333,1.0
វិសទិស,visatis,visotes,0,0.7142857142857143,0.7142857142857143,0.2857142857142857
បណ្ដាល,bondal,bondal,1,1.0,1.0,0.0
បច្ចេកៈ,bochchekak,bachchekak,0,0.9,0.9,0.1
រំទំ,romtom,rumtom,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
កំពីង,komping,kamping,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ផ្ទះ,phteh,phtah,0,0.8,0.8000000000000002,0.2
អន្ត្រើក,aontrauk,aantrauk,0,0.875,0.875,0.125
មាត់នៀវ,meatoniev,mortoniev,0,0.7777777777777778,0.7777777777777778,0.2222222222222222
អួន,auon,auon,1,1.0,1.0,0.0
កញ្ជះកញ្ជាយ,konhcheahkonhchay,kanhcheahkonhchyey,0,0.8333333333333334,0.9142857142857143,0.17647058823529413
អវិរុទ្ធ,aavirutthor,aavirutthor,1,1.0,1.0,0.0
ឡៅ,lav,lau,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
ចំជា,chamchea,chamchea,1,1.0,1.0,0.0
ពាហិរកថា,peaherokatha,peaheakratei,0,0.5833333333333333,0.8333333333333334,0.4166666666666667
ថៅកែ,thaukae,thaeukaev,0,0.7777777777777778,0.8750000000000001,0.2857142857142857
អណ្ដែត,aandaet,aondaet,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ឈ្មង,chhmong,chhngom,0,0.4285714285714286,1.0,0.5714285714285714
ស្រឡាង,sralang,srolang,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
អរពិន្ទ,aaropintor,aoropintor,0,0.9,0.9,0.1
គូលី,kuli,kuli,1,1.0,1.0,0.0
រង្គាល,rongkeal,rongkeal,1,1.0,1.0,0.0
កំភ្លាញ,komphleanh,komphleanh,1,1.0,1.0,0.0
បាហាម៉ា,bahamas,bahama,0,0.8571428571428572,0.923076923076923,0.14285714285714285
ស្របគ្នា,srabaknea,srapkonea,0,0.6666666666666667,0.7777777777777778,0.3333333333333333
សិទ្ធិករ,setthikar,setthokak,0,0.7777777777777778,0.7777777777777778,0.2222222222222222
ណែវ,naev,naev,1,1.0,1.0,0.0
អយោគិន,aoyoukin,aoyoukin,1,1.0,1.0,0.0
ទិវសភាគ,tivsopheak,tivosopheak,0,0.9090909090909091,0.9523809523809523,0.1
ពាក្យ,peak,peak,1,1.0,1.0,0.0
ល្បាក់ទឹក,lbeakatuek,lbakautek,0,0.7,0.9473684210526316,0.3
កំព្រើល,kampraul,komprert,0,0.5,0.5,0.5
ប្រថម,brotham,brorthorm,0,0.6666666666666667,0.75,0.42857142857142855
លីឡ្ហា,lilha,lilha,1,1.0,1.0,0.0
ស្លុះ,sloh,sloh,1,1.0,1.0,0.0
នឹក,nerk,neuk,0,0.75,0.75,0.25
ក៏,kor,k,0,0.33333333333333337,0.5,0.6666666666666666
រប៉ែករប៉ោក,ropaekropaok,ropaekropaok,1,1.0,1.0,0.0
រអិល,roael,roael,1,1.0,1.0,0.0
រឹតចំណង,ruetchamnong,ruechtongan,0,0.5,0.9565217391304348,0.5
ល្ហើយ,lhauy,lhair,0,0.6,0.6,0.4
ហួយ,huoy,houy,0,0.5,1.0,0.5
ត្រសាប់,trasab,trasab,1,1.0,1.0,0.0
វត្ស,votsar,vots,0,0.6666666666666667,0.8,0.3333333333333333
គរុទោស,korutous,korutous,1,1.0,1.0,0.0
ឩសវ័ត,uusovoat,uusavat,0,0.75,0.7999999999999999,0.25
សមុហ៍,somuh,somuh,1,1.0,1.0,0.0
បន្តើត,bontaut,bontoeut,0,0.75,0.7999999999999999,0.2857142857142857
វិធូបនកម្ម,vithubnokomm,vitungpuphea,0,0.25,0.5,0.75
ឡូរី,lori,lory,0,0.75,0.75,0.25
សិប្បកម្ម,sebbkamm,sebbkomm,0,0.875,0.875,0.125
មត្តិកា,motteka,motteka,1,1.0,1.0,0.0
កុះករ,kohkar,kohkar,1,1.0,1.0,0.0
ការ,kar,kar,1,1.0,1.0,0.0
ប្រឌិដ្ឋ,brordeut,brodidthor,0,0.4,0.6666666666666665,0.75
ទិនមុខ,tinomukh,tinumkh,0,0.75,0.9333333333333333,0.25
មហោរស្រព,mohaorsrop,mohorosomros,0,0.5833333333333333,0.7272727272727272,0.5
កញ្ជ្រក់,kanhchrok,konhchrok,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
អនុបវាទី,aonubveati,aanubavita,0,0.5,0.8000000000000002,0.5
អនុគណៈ,aanukonak,aanukoneak,0,0.9,0.9473684210526316,0.1111111111111111
អាលម្ពរ,aalmpor,aaloprom,0,0.625,0.9333333333333333,0.42857142857142855
ស្ពើន,spaeun,spaeun,1,1.0,1.0,0.0
ទុព្ភិក្ខភ័យ,tupphikkhophey,tupphikkhaphey,0,0.9285714285714286,0.9285714285714286,0.07142857142857142
ចង្វាយ,chongveay,chongveay,1,1.0,1.0,0.0
ប្រវត្តិហេតុ,bravotteheto,bratveteita,0,0.5,0.7826086956521738,0.5
ឌិកតេ,dikate,dikda,0,0.5,0.7272727272727272,0.5
កំពុង,kompong,kompung,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
អង្គ្រង,aangkrong,aongkrong,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
ឡិច,lech,lech,1,1.0,1.0,0.0
ហួស,huos,hous,0,0.5,1.0,0.5
តរុណ,tarun,torun,0,0.8,0.8000000000000002,0.2
កញ្ជោ,kanhjo,kanhchou,0,0.625,0.7142857142857143,0.5
អប់,orb,aob,0,0.33333333333333337,0.6666666666666666,0.6666666666666666
កាំបិត,kambet,kambet,1,1.0,1.0,0.0
ស្រឡឺកឺ,srolerker,sraleukaeu,0,0.6,0.631578947368421,0.4444444444444444
អន្តរជាតិ,aontorocheate,aanotrocheate,0,0.7692307692307692,0.9230769230769231,0.23076923076923078
បោក្ខរព័ស៌,baokkhropoasr,baokkhsarophor,0,0.6428571428571428,0.962962962962963,0.38461538461538464
ប្រសូតិគ្រឹះ,brasoutekrueeah,brasotekrueeah,0,0.9333333333333333,0.9655172413793104,0.06666666666666667
ប្រតិវេទន៍,broteveton,bratevettor,0,0.7272727272727273,0.761904761904762,0.3
ជីវា,chivea,chivea,1,1.0,1.0,0.0
ចត់,chot,chot,1,1.0,1.0,0.0
បង្រះ,bangreah,bongreah,0,0.875,0.875,0.125
រុញអង្រែ,runhaangreae,reanuhrangueng,0,0.5,0.8461538461538461,0.5833333333333334
ក្រអូប,kraaoub,kroaoub,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ល្ហោល,lhoul,lhoal,0,0.8,0.8000000000000002,0.2
ព្យាបាល,pyeabal,pyeabal,1,1.0,1.0,0.0
