Input_English,Target_Khmer,Predicted_Khmer,Word_Acc,Char_Acc,F1,CER
sromei,ស្រមៃ,ស្រមី,0,0.8,0.8000000000000002,0.2
ubatean,ឧបាទាន,ឧបទាន,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
norokheatkomm,នរឃាតកម្ម,នរឃាគលសរ,0,0.4444444444444444,0.47058823529411764,0.5555555555555556
ngiv,ងីវ,ន្ហិង,0,0.0,0.25,1.6666666666666667
aaphithmmik,អាភិធម្មិក,អភិធម្មិក,0,0.9,0.9473684210526316,0.1
sabboros,សប្បុរស,សប្បុរស,1,1.0,1.0,0.0
bakkhasampoanthor,បក្ខសម្ព័ន្ធ,បក្សាមាភក្នហាប,0,0.3571428571428571,0.5384615384615384,0.75
aonteveasen,អន្តេវាសិន,អន្តេវាសនី,0,0.8,0.9,0.2
thorm,ធម្ម,ធំ,0,0.25,0.3333333333333333,0.75
khlau,ខ្លៅ,ខ្លោ,0,0.75,0.75,0.25
aaphtang,អផ្ទង់,អផ្ទាំង,0,0.5714285714285714,0.7692307692307692,0.5
heumak,ហិមៈ,ហេមៈ,0,0.75,0.75,0.25
meatrar,មាត្រ,មាត្រ,1,1.0,1.0,0.0
krouh,គ្រោះ,ក្រូហ៍,0,0.33333333333333337,0.3636363636363636,0.8
sami,សាមី,សមី,0,0.75,0.8571428571428571,0.25
bobrechphneaek,ប៉ប្រិចភ្នែក,ប៉ប្រីជភែណៈ,0,0.5,0.6086956521739131,0.5
trok,ត្រក,ត្រក់,0,0.8,0.888888888888889,0.25
smat,ស្មត់,ស្មាត់,0,0.8333333333333334,0.9090909090909091,0.2
aophisaothon,អភិសោធន៍,អភិសោធន៍,1,1.0,1.0,0.0
trub,ទ្រុប,ទ្រុប,1,1.0,1.0,0.0
smon,ស្មន់,ស្មន់,1,1.0,1.0,0.0
bongbanh,បង់បាញ់,បង់ផាន់,0,0.7142857142857143,0.7142857142857143,0.2857142857142857
aokkhor,អក្ខរ,អគ្ឃ,0,0.4,0.4444444444444445,0.6
chyot,ច្យុត,ជ្យត,0,0.6,0.6666666666666665,0.4
klaeng,កន្លែង,ក្លែង,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
bonhcheabopeakyor,បញ្ជាប់ពាក្យ,បញ្ជាប់ព្រាយក,0,0.6923076923076923,0.9600000000000001,0.3333333333333333
chhdaor,ឆ្ដោរ,ឆ្ដោរ,1,1.0,1.0,0.0
pkakomrong,ផ្កាកម្រង,ផ្កាកម្រង,1,1.0,1.0,0.0
rirsey,ឫស្សី,រេសយ,0,0.19999999999999996,0.22222222222222224,0.8
heumovoat,ហិមវ័ត,ហិមវ័ត,1,1.0,1.0,0.0
chrokaeng,ច្រកែង,ច្រកែង,1,1.0,1.0,0.0
mochchhandasanhnha,មច្ឆណ្ឌសញ្ញា,មច្ឆណ្ឌសញ្ញា,1,1.0,1.0,0.0
damnoh,ដំណុះ,ដំណូច,0,0.6,0.6,0.4
lbeay,ល្បាយ,ល្បាយ,1,1.0,1.0,0.0
smottrud,ស្មុតទ្រុឌ,ស្មទ្ទ្យុ,0,0.6,0.631578947368421,0.4
chraloeng,ច្រឡឹង,ច្រឡឹង,1,1.0,1.0,0.0
aontorodthoka,អន្តរដ្ឋកា,អន្តតរជ្ជត,0,0.5,0.6,0.5
rondom,រណ្ដំ,រណ្ឌម,0,0.6,0.6,0.4
chrob,ច្រប់,ច្រប,0,0.8,0.888888888888889,0.2
stoung,ស្ទូង,ស្ទង់,0,0.6,0.8000000000000002,0.4
sbaekochaung,ស្បែកជើង,ស្បែកជោង,0,0.875,0.875,0.125
moronobay,មរណុបាយ,មរណបយ,0,0.7142857142857143,0.8333333333333333,0.2857142857142857
traleang,ត្រលាំង,ត្រលាំង,1,1.0,1.0,0.0
barien,បារៀន,បារៀន,1,1.0,1.0,0.0
sauhryt,សៅហ្ឫទ,សោហ្យាល,0,0.4285714285714286,0.4615384615384615,0.6666666666666666
khloam,ឃ្លាំ,ខ្លាំ,0,0.8,0.8000000000000002,0.2
aokearoveak,អគារវៈ,អករវៈ,0,0.6666666666666667,0.7272727272727272,0.3333333333333333
sambukachab,សម្បុកចាប,សម្បក់ចាប,0,0.7777777777777778,0.8888888888888888,0.2222222222222222
sonhcheat,សញ្ជាត,សញ្ជាតិ,0,0.8571428571428572,0.923076923076923,0.16666666666666666
vibbayouk,វិប្បយោគ,វិប្បយៈ,0,0.75,0.7999999999999999,0.25
rortreay,រាត់រាយ,រាទ្រាយ,0,0.7142857142857143,0.7142857142857143,0.2857142857142857
proloam,ព្រលាំ,ប្រឡាំ,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
phaendei,ផែនដី,ផែនដី,1,1.0,1.0,0.0
vichchhay,វិច្ឆាយ,វិច្ឆាយ,1,1.0,1.0,0.0
pp,ភ្នំពេញ,ពាព្យ,0,0.1428571428571429,0.3333333333333333,0.8571428571428571
selouroskor,សិលោរស្ក,សិលោករស៍,0,0.625,0.875,0.375
chbaol,ច្បោលៗ,ច្បោល,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
aayoskomphor,អយស្កុម្ភ,អយស្មរណ្ហ,0,0.5555555555555556,0.6666666666666666,0.4444444444444444
meatali,មាតលី,មាតាលី,0,0.8333333333333334,0.9090909090909091,0.2
krai,ក្រៃ,ក្រី,0,0.75,0.75,0.25
vikheasahar,វិឃាសាហារ,វិខាសាធ,0,0.5555555555555556,0.6250000000000001,0.4444444444444444
loungpreahbang,ហ្លួងព្រះបាង,ឡូងពោរភាង,0,0.41666666666666663,0.4761904761904762,0.5833333333333334
kamproy,កំព្រយ,កំព្រយ,1,1.0,1.0,0.0
kondeng,កណ្ដេង,កណ្ដេង,1,1.0,1.0,0.0
sarubb,សារុប្ប,សារបួប,0,0.7142857142857143,0.7692307692307692,0.2857142857142857
kang,កាង,កង,0,0.6666666666666667,0.8,0.3333333333333333
sameameatrar,សមាមាត្រ,សមាមាត្រ,1,1.0,1.0,0.0
aongkonh,អង្គញ់,អង្ខន់,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
chhet,ឆិត,ឆិត,1,1.0,1.0,0.0
kbalmoeang,ក្បាលមឿង,ស្លាំងលែង,0,0.33333333333333337,0.47058823529411764,0.75
sveikoron,ស្វីករណ៍,ស្វីករណ៍,1,1.0,1.0,0.0
klon,ក្លន,ក្លន់,0,0.8,0.888888888888889,0.25
anhjernh,អញ្ជើញ,អញ្ចើញ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
karpitnas,ការពិតណាស់,ការពិទ្នាសាត្រ,0,0.5,0.6666666666666666,0.7
krapot,ក្រពត,ក្រពត្រ,0,0.7142857142857143,0.8333333333333333,0.4
chaungkhlaeng,ជើងខ្លែង,ជឹងខ្លែង,0,0.875,0.875,0.125
rosathan,រឱសឋាន,រសាធន៍,0,0.33333333333333337,0.6666666666666666,0.6666666666666666
sbang,ស្បង់,ស្បង,0,0.8,0.888888888888889,0.2
trongtreay,ទ្រង់ទ្រាយ,ត្រង្ត្រាយ,0,0.7,0.7,0.3
piphop,ពិភព,ពិភព,1,1.0,1.0,0.0
mreah,ម្រះ,ម្រះ,1,1.0,1.0,0.0
reachisei,រាជិសី,រាជីសី,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
keae,គែ,គែ,1,1.0,1.0,0.0
vikkhettchett,វិក្ខិត្តចិត្ត,វិក្ឆតិកិត្តិ,0,0.5714285714285714,0.7407407407407408,0.42857142857142855
lonteae,លន្តែ,តុរណៀល,0,0.0,0.3636363636363636,1.2
brobech,ប្របិច,ប្របេច,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
vudtheabchayoneak,វុឌ្ឍាបចាយនៈ,វុដ្ឋាយាបក្ខាប,0,0.3571428571428571,0.5384615384615384,0.75
kokritkokreat,គគ្រីតគគ្រាត,គគ្រិកទរកាត,0,0.5,0.6086956521739131,0.5
barang,បារាំង,បារង,0,0.6666666666666667,0.8,0.3333333333333333
chongaulkhmaoch,ចង្អុលខ្មោច,ចង្អុលហ្កាច្រ,0,0.6153846153846154,0.6666666666666667,0.45454545454545453
roluhroleanh,រលុះរលាញ,រលុរហ្លារ,0,0.5555555555555556,0.7058823529411765,0.5
rolo,រឡូ,រលោ,0,0.33333333333333337,0.3333333333333333,0.6666666666666666
komhel,កំហិល,កំហេល,0,0.8,0.8000000000000002,0.2
snehohai,ស្នេហ៍ហៃ,ស្នេហ៍ហៃ,1,1.0,1.0,0.0
phdieng,ផ្ដៀង,ផ្ដៀង,1,1.0,1.0,0.0
hel,ហិល,ហេរ,0,0.33333333333333337,0.3333333333333333,0.6666666666666666
beung,ប៉ឺង,ប៉ឹង,0,0.75,0.75,0.25
brangkon,ប្រាង្គណ៍,ប្រងកាន,0,0.4444444444444444,0.6250000000000001,0.5555555555555556
smang,ស្មង,ស្មាំង,0,0.6666666666666667,0.8,0.5
bratong,ប្រទង់,ប្រទង់,1,1.0,1.0,0.0
mochchherchett,មច្ឆេរចិត្ត,មច្ឆិច្តិក,0,0.5454545454545454,0.761904761904762,0.45454545454545453
brotabbronhal,ប្រតាប់ប្រញាល់,ប្រតប្បាចម្រាប,0,0.4285714285714286,0.7142857142857143,0.5714285714285714
tehtaoh,តេះតោះ,ទេះតោះ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
aavosedthar,អវសិដ្ឋ,អវសិដ្ឋ,1,1.0,1.0,0.0
kontuem,កន្តឹម,កន្ទឹម,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
aophyeakom,អភ្យាគម,អភ្យាគុគ,0,0.75,0.7999999999999999,0.2857142857142857
chakakralek,ចាក់ក្រឡេក,ចកាក់រិក្ល,0,0.30000000000000004,0.8000000000000002,0.7
chambrob,ចំប្រប់,ចំប្រប,0,0.8571428571428572,0.923076923076923,0.14285714285714285
chongpung,ចងពុង,ចងពង់,0,0.6,0.8000000000000002,0.4
bopah,ប៉ប៉ះ,ប៉ាប៉ះ,0,0.8333333333333334,0.9090909090909091,0.2
braphot,ប្រផុត,ប្រផ្ទ,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
chamnam,ចំណាំ,ចំណាម,0,0.8,0.8000000000000002,0.2
kralien,ក្រលៀន,ក្រឡៀន,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
sovoniy,សវនីយ៍,សវនីយ៍,1,1.0,1.0,0.0
prut,ព្រូត,ព្រុត,0,0.8,0.8000000000000002,0.2
aaphismeacharik,អាភិសមាចារិក,អភិសមាចារិក,0,0.9166666666666666,0.9565217391304348,0.08333333333333333
noroseihak,នរសីហៈ,នរសីហៈ,1,1.0,1.0,0.0
chumngeu,ជំងឺ,ជំងឺ,1,1.0,1.0,0.0
sochchhekeriyea,សច្ឆិកិរិយា,សុចចិមិយាធ,0,0.36363636363636365,0.5714285714285713,0.6363636363636364
chomnay,ចំណាយ,ចំណាយ,1,1.0,1.0,0.0
aavoukat,អាវ៉ូកាត៍,អវោកាទ,0,0.4444444444444444,0.5333333333333333,0.5555555555555556
konhjang,កញ្ចាំង,កញ្ចាំង,1,1.0,1.0,0.0
aondoung,អណ្ដូង,អណ្ដូង,1,1.0,1.0,0.0
aadthakatha,អដ្ឋកថា,អដ្ឋកថា,1,1.0,1.0,0.0
mochchhari,មច្ឆរី,មច្ឆរី,1,1.0,1.0,0.0
savotar,សាវតារ,សវត,0,0.5,0.6666666666666666,0.5
yutthochon,យុទ្ធជន,យុតធជន,0,0.7142857142857143,0.7692307692307692,0.2857142857142857
pen,ពេន,ពេន,1,1.0,1.0,0.0
monoromyor,មនោរម្យ,មនក្រះ,0,0.2857142857142857,0.6153846153846153,0.7142857142857143
bramaul,ប្រមើល,ប្រមើល,1,1.0,1.0,0.0
peahosochch,ពាហុសច្ច,ពាហុសច្ច,1,1.0,1.0,0.0
konlongkhnob,កន្លងខ្នប់,កន្លង់ខ្នាប,0,0.7272727272727273,0.9523809523809523,0.3
brev,ប្រេវ,ប្រេវ,1,1.0,1.0,0.0
ponlong,ពន្លង់,ពន្លង,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
thnos,ធ្នស់,ថ្នោះ,0,0.4,0.4000000000000001,0.6
pingpeang,ពីងពាង,ពីងពង់,0,0.6666666666666667,0.8333333333333334,0.3333333333333333
chakrareasei,ចក្ររាសី,ចក្រារិប,0,0.5,0.75,0.5
luenlong,ឡឺនឡង់,ឡឹនឡង់,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
aatthepheap,អត្ថិភាព,អត្ថិភាព,1,1.0,1.0,0.0
brachean,ប្រជាន់,ប្រជាន់,1,1.0,1.0,0.0
lung,លុង,ឡុង,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
chotosdomphor,ចតុស្ដម្ភ,ចតុស្មដ្ឋ,0,0.6666666666666667,0.8888888888888888,0.3333333333333333
banhchour,បញ្ចោរ,បញ្ជោរ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
ubakaron,ឧបករណ៍,ឧបការណ,0,0.6666666666666667,0.8333333333333334,0.3333333333333333
yub,យប់,យុប,0,0.33333333333333337,0.6666666666666666,0.6666666666666666
chakchetonea,ចាគចេតនា,ចាកជិតនាយ,0,0.5555555555555556,0.5882352941176471,0.5
rolenh,រលេញ,រលេញ,1,1.0,1.0,0.0
aanektthasamkhya,អនេកត្ថសំខ្យា,អនេកផ្ទកផាវ,0,0.3846153846153846,0.4999999999999999,0.6153846153846154
aoborolouk,អបរលោក,អបរលោក,1,1.0,1.0,0.0
methkopheap,មេធគភាព,មេធកភាព,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
aombeay,អម្បាយ,អម្បាយ,1,1.0,1.0,0.0
aanuch,អនុជ,អនុជ,1,1.0,1.0,0.0
korkaech,កក្អិច,កក្អិច,1,1.0,1.0,0.0
aontuy,អន្តុយ,អន្តុយ,1,1.0,1.0,0.0
srabakasrabal,ស្របក់ស្របាល,ស្រាកប៉ប្រកាស,0,0.5384615384615384,0.8,0.5
chonlekha,ចន្ទលេខា,ចន្លេខា,0,0.875,0.9333333333333333,0.125
kechkar,កិច្ចការ,កិច្ការ,0,0.875,0.9333333333333333,0.125
tokokae,តុកកែ,តក់កើ,0,0.4,0.6,0.6
yukkboatror,យុកក្ប័ត្រ,យុក្កប្បារ,0,0.5,0.8000000000000002,0.5
kamplerng,កាំភ្លើង,កំព្លើង,0,0.75,0.7999999999999999,0.25
ryksonak,ឫក្សណៈ,ឫក្សណៈ,1,1.0,1.0,0.0
bengbaoh,ប៉េងប៉ោះ,ប៉ែងប៉ា,0,0.625,0.6666666666666666,0.375
thet,ឋិត,ថេត,0,0.33333333333333337,0.3333333333333333,0.6666666666666666
anakanoam,អ្នកនាំ,អនក្នាំង,0,0.625,0.9333333333333333,0.42857142857142855
kammokar,កម្មការ,កម្មការ,1,1.0,1.0,0.0
bietobien,បៀតបៀន,បៀតបៀន,1,1.0,1.0,0.0
kamuok,កំអួក,កំអួក,1,1.0,1.0,0.0
tangveay,តង្វាយ,តង្វាយ,1,1.0,1.0,0.0
kromeang,គ្រមាំង,គ្រមាំង,1,1.0,1.0,0.0
bronuet,ប្រណិត,ប្រណឹត,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
popruem,ពព្រឹម,ពព្រឹម,1,1.0,1.0,0.0
aarues,អារឹស,អរិស,0,0.6,0.6666666666666665,0.4
soymeeak,សុយម៉េៈ,សាយម៉ែក,0,0.5714285714285714,0.5714285714285714,0.42857142857142855
loksmonak,លក្ស្មណៈ,លក្សមណៈ,0,0.875,0.9333333333333333,0.125
phop,ភព,ភព,1,1.0,1.0,0.0
autuen,ឪទឹន,អូទឹន,0,0.6,0.6666666666666665,0.5
broveng,ប្រវែង,ប្រវេង,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
loapthor,ល័ព្ធ,លាប់ធ្រួយ,0,0.2222222222222222,0.42857142857142855,1.4
tencheate,តិណជាតិ,ទិនជាតិ,0,0.7142857142857143,0.7142857142857143,0.2857142857142857
chiemchoam,ចៀមជាំ,ជៀមចរ៉ា,0,0.2857142857142857,0.7692307692307692,0.8333333333333334
kromeanh,គ្រមាញ,គ្រមាញ,1,1.0,1.0,0.0
kantrob,កន្ត្រប់,កន្ត្រប់,1,1.0,1.0,0.0
krueeah,គ្រឹះ,គ្រឹះ,1,1.0,1.0,0.0
karsomrech,ការសម្រេច,ការសម្រិជ,0,0.7777777777777778,0.7777777777777778,0.2222222222222222
tong,ទង់,តង,0,0.33333333333333337,0.4,0.6666666666666666
chrak,ច្រាក,ច្រក,0,0.8,0.888888888888889,0.2
robaeng,របែង,របៀង,0,0.75,0.75,0.25
phiekroy,ភាគរយ,ភៃគរយ,0,0.8,0.8000000000000002,0.2
ter,ទេរ,តើ,0,0.0,0.0,1.0
poprol,ពព្រល,ពព្រុល,0,0.8333333333333334,0.9090909090909091,0.2
bril,ប្រិល,ប្រិល,1,1.0,1.0,0.0
morkveam,ហ្មគ្វាម,មក្មេវ,0,0.25,0.5714285714285715,0.75
somboyouk,សម្បយោគ,សម្បយោគ,1,1.0,1.0,0.0
tokkheneyysambotea,ទក្ខិណេយ្យសម្បទា,ទក្ខិយនាស្តិន្តសារ,0,0.4444444444444444,0.5882352941176471,0.625
bedkotrai,បិដកត្រ័យ,បិដុក្រដេ,0,0.5555555555555556,0.6666666666666666,0.4444444444444444
thmungkonhchuh,ធ្មុងកញ្ចុះ,ធ្មូញកង្កុង,0,0.5454545454545454,0.7272727272727273,0.45454545454545453
jlery,ឆ្លើយ,ឈ្រែត,0,0.19999999999999996,0.20000000000000004,0.8
badeharyor,បាដិហារ្យ,បដិច័រ្យ,0,0.6666666666666667,0.7058823529411765,0.3333333333333333
bromukh,ប្រមុខ្យ,ប្រមុខ,0,0.75,0.8571428571428571,0.25
khpongmekh,ខ្ពង់មេឃ,ខ្ពង់មិខ,0,0.75,0.75,0.25
soutrea,សូទ្រា,សូត្រា,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
khnhek,ខ្ញិកៗ,ខ្ញេក,0,0.6666666666666667,0.7272727272727272,0.3333333333333333
aoborokal,អបរកាល,អបរកាល,1,1.0,1.0,0.0
aamream,អម្រាម,អម្រាម,1,1.0,1.0,0.0
sralan,ស្រឡន,ស្រឡាន,0,0.8333333333333334,0.9090909090909091,0.2
aontongoaang,អន្ទង់អាំង,អន្តាំងហ័ណ្ឃ,0,0.33333333333333337,0.5454545454545454,0.8
srote,ស្រុតិ,ស្រទេ,0,0.5,0.5454545454545454,0.5
rompong,រំពង,រំពង,1,1.0,1.0,0.0
pkot,ផ្គត់,ប្រកត្តិ,0,0.25,0.3076923076923077,1.2
konsoum,កន្សោម,កន្សៅ,0,0.6666666666666667,0.7272727272727272,0.3333333333333333
tronel,ទ្រនេល,ត្រណិល,0,0.5,0.5,0.5
aie,អៀ,អៀរ,0,0.6666666666666667,0.8,0.5
batesareach,បទេសរាជ,បតិសរាជ,0,0.7142857142857143,0.7142857142857143,0.2857142857142857
vochir,វជីរ,វចីរ,0,0.75,0.75,0.25
santeah,សន្ទះ,សន្ទះ,1,1.0,1.0,0.0
kontheay,កន្ធាយ,កន្ធាយ,1,1.0,1.0,0.0
ruy,រុយ,រ៉ុយ,0,0.75,0.8571428571428571,0.3333333333333333
bradenh,ប្រដេញ,ប្រដិញ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
vissot,វិស្សុត,វិស្សត,0,0.8571428571428572,0.923076923076923,0.14285714285714285
aakhr,អឃ៌,អុឃ,0,0.33333333333333337,0.6666666666666666,0.6666666666666666
prouy,ព្រួយ,ព្រួយ,1,1.0,1.0,0.0
meanop,មាណពក៍,មាណព,0,0.6666666666666667,0.8,0.3333333333333333
ery,អើយ,អ៊ែរ,0,0.25,0.28571428571428575,1.0
aongkeae,អង្គែ,អង្កែ,0,0.8,0.8000000000000002,0.2
svareak,ស្វរៈ,ស្វារៈ,0,0.8333333333333334,0.9090909090909091,0.2
rongkeakbongkoul,រង្កៀកបង្គោល,រង្កាក់បង្កឹប,0,0.6153846153846154,0.64,0.4166666666666667
krotaeun,ក្រតើន,ក្រតើន,1,1.0,1.0,0.0
kaeuch,កើច,កែច,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
nirouth,និរោធ,នឺយ៉ូឡ,0,0.16666666666666663,0.1818181818181818,1.0
konhchrong,កញ្ច្រង់,កញ្ឆ្រង់,0,0.875,0.875,0.125
khos,ខុស,ខុស,1,1.0,1.0,0.0
manout,ហ្មនួត,មៅអន់,0,0.16666666666666663,0.3636363636363636,0.8333333333333334
phlov,ភ្លៅ,ផ្លូវ,0,0.4,0.4444444444444445,0.75
computer,កុំព្យូទ័រ,កុពម្រឹត,0,0.30000000000000004,0.5555555555555556,0.7
tjaek,ត្រជាក់,ថ្កែច,0,0.1428571428571429,0.3333333333333333,0.8571428571428571
komphloem,កំផ្លឹម,កំភ្លឹម,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
preat,ព្រាត់,ព្រាត,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
kauseb,កៅសិប,កាំសេត,0,0.33333333333333337,0.3636363636363636,0.8
samroub,សម្រោប,សម្រោប,1,1.0,1.0,0.0
moukkhar,មោក្ខ,មោក្ខ,1,1.0,1.0,0.0
sanghoron,សង្ហរណ៍,សង្ហរណ៍,1,1.0,1.0,0.0
plet,ភ្លែត,ផ្លេត,0,0.6,0.6,0.4
leakthyung,លាក់ធ្យូង,លាយខ្ងួត,0,0.33333333333333337,0.5882352941176471,0.6666666666666666
svostek,ស្វស្តិក,ស្វាស្តិក,0,0.8888888888888888,0.9411764705882353,0.125
sahabrathean,សហប្រធាន,សហប្រដាភ,0,0.75,0.75,0.25
rumaaerumauoy,រំអែរំអួយ,រំអឺចរមើយ,0,0.4444444444444444,0.5555555555555556,0.5555555555555556
srous,ស្រ៊ូស,ស្រូស,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
krolonh,ក្រឡុញ,ក្រឡូញ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
aaseitesavok,អសីតិសាវក,អសិសាតិវកៈ,0,0.5,0.8421052631578948,0.5555555555555556
samnok,សំណក,សំណក,1,1.0,1.0,0.0
kechbrachum,កិច្ចប្រជុំ,កិច្ចប្រជុំ,1,1.0,1.0,0.0
aanek,អនេក,អាណិក,0,0.4,0.4444444444444445,0.75
tombut,តម្បុត,តម្បុត,1,1.0,1.0,0.0
batokar,បាតុករ,បាតករ,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
khlanh,ខ្លាញ់,ខ្លាញ,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
thum,ធំ,ធំ,1,1.0,1.0,0.0
banhchauch,បញ្ចើច,បញ្ចើច,1,1.0,1.0,0.0
sosrous,សស្រូស,សស្រូស,1,1.0,1.0,0.0
vichoy,វិជយ,វិជយ,1,1.0,1.0,0.0
aonnam,អណ្ណាម,អណ្ណាំ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
poasdo,ព័ស្ដុ,ពោស្ដា,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
kboskbay,ក្បោះក្បាយ,ក្សុបក្បាយ,0,0.7,0.8000000000000002,0.3
pipith,ពិពិធ,ពិពិធ,1,1.0,1.0,0.0
batteteanomoyeak,បត្តិទានមយៈ,បាទទ្តិនកាមៈ,0,0.41666666666666663,0.7826086956521738,0.6363636363636364
sokokal,សកកាល,សក់កល់,0,0.5,0.7272727272727272,0.6
bang,ប៉័ងតោ,ប៉ាង,0,0.5,0.6,0.5
vipheap,វិភាព,វិភាព,1,1.0,1.0,0.0
khah,ខះ,ខះ,1,1.0,1.0,0.0
aatthoku,អទ្ធគូ,អត្ថគុខ,0,0.4285714285714286,0.4615384615384615,0.6666666666666666
rotnakar,រត្នាករ,រត្នការ,0,0.7142857142857143,1.0,0.2857142857142857
dl,ដែល,ដ្លេ,0,0.5,0.5714285714285715,0.6666666666666666
khpong,ខ្ពង់,ខ្ពង,0,0.8,0.888888888888889,0.2
sorisroeb,សរីស្រឹប,សុរិស្ប៉ើក,0,0.4,0.5555555555555556,0.75
kranhang,ក្រញាំង,ក្រញាង,0,0.8571428571428572,0.923076923076923,0.14285714285714285
kemicheat,កិមិជាតិ,កិមិជាតិយ,0,0.8888888888888888,0.9411764705882353,0.125
aopoatthor,អព័ទ្ធ,អព័ទ្ធ,1,1.0,1.0,0.0
neakolouk,នាគលោក,នាគលោក,1,1.0,1.0,0.0
haehay,ហែហៃ,ហែហាយ,0,0.6,0.6666666666666665,0.5
humprae,ហ៊ុមព្រែ,ហ៊ុម្ព្រាក់,0,0.6363636363636364,0.7368421052631579,0.5
phdasay,ផ្ដាសាយ,ផ្ដាសាយ,1,1.0,1.0,0.0
lyychea,ឮជា,ឮជាយ,0,0.75,0.8571428571428571,0.3333333333333333
treyongsor,ត្រិយង្ស,ត្រៃយុង,0,0.5,0.6666666666666666,0.5
jlart,ឆ្អែត,ចំទាយ,0,0.0,0.0,1.0
visatis,វិសទិស,វិសាទិស,0,0.8571428571428572,0.923076923076923,0.16666666666666666
bondal,បណ្ដាល,បណ្ដាល,1,1.0,1.0,0.0
bochchekak,បច្ចេកៈ,បច្ចិកៈ,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
romtom,រំទំ,រំទំ,1,1.0,1.0,0.0
komping,កំពីង,កំពីង,1,1.0,1.0,0.0
phteh,ផ្ទះ,ផ្ទេះ,0,0.8,0.888888888888889,0.25
aontrauk,អន្ត្រើក,អន្ត្រើក,1,1.0,1.0,0.0
meatoniev,មាត់នៀវ,មាត់នៀវ,1,1.0,1.0,0.0
auon,អួន,អូន,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
konhcheahkonhchay,កញ្ជះកញ្ជាយ,កញ្ជះកញ្ជាយ,1,1.0,1.0,0.0
aavirutthor,អវិរុទ្ធ,អវិរុត្ថ,0,0.75,0.75,0.25
lav,ឡៅ,ឡៅ,1,1.0,1.0,0.0
chamchea,ចំជា,ចម្ចា,0,0.4,0.4444444444444445,0.75
peaherokatha,ពាហិរកថា,ពាហិរវ៉ាលស,0,0.6,0.6666666666666665,0.5
thaukae,ថៅកែ,ថើកែក,0,0.6,0.6666666666666665,0.5
aandaet,អណ្ដែត,អណ្ដែត,1,1.0,1.0,0.0
chhmong,ឈ្មង,ឆ្មង,0,0.75,0.75,0.25
sralang,ស្រឡាង,ស្រឡាំង,0,0.8571428571428572,0.923076923076923,0.16666666666666666
aaropintor,អរពិន្ទ,អរពិន្ត,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
kuli,គូលី,គុលី,0,0.75,0.75,0.25
rongkeal,រង្គាល,រង្កាល,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
komphleanh,កំភ្លាញ,កំភ្លាញ,1,1.0,1.0,0.0
bahamas,បាហាម៉ា,បាហាម័ស,0,0.7142857142857143,0.7142857142857143,0.2857142857142857
srabaknea,ស្របគ្នា,ស្រាបកណ្ឌ,0,0.4444444444444444,0.7058823529411765,0.625
setthikar,សិទ្ធិករ,សិទ្ធិការ,0,0.8888888888888888,0.9411764705882353,0.125
naev,ណែវ,នែវ,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
aoyoukin,អយោគិន,អយោគីន,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
tivsopheak,ទិវសភាគ,ទិវសភាគ,1,1.0,1.0,0.0
peak,ពាក្យ,ពាក់,0,0.6,0.6666666666666665,0.4
lbeakatuek,ល្បាក់ទឹក,ល្បាក់ទឹក,1,1.0,1.0,0.0
kampraul,កំព្រើល,កំព្រើល,1,1.0,1.0,0.0
brotham,ប្រថម,ប្រថាម,0,0.8333333333333334,0.9090909090909091,0.2
lilha,លីឡ្ហា,លីលេហ,0,0.5,0.5454545454545454,0.5
